(preliminary,1) -> 3.204662511748219
(boundary,78) -> 1.4215504997480326
(mathematical,78) -> 1.6692734378823855
(process,78) -> 1.2817564988808288
(must,78) -> 1.3132346509587163
(found,78) -> 1.3399025066856627
(compensate,78) -> 1.70113850148244
(machine,78) -> 1.5318404993426076
(inadequacy,78) -> 1.70113850148244
(compensating,78) -> 1.640932502349644
(imperfection,78) -> 1.70113850148244
(course,78) -> 1.4250962531401188
(normal,78) -> 1.3579378327554803
(activity,78) -> 1.4287929342789214
(numerical,78) -> 1.2985710565414057
(analyst,78) -> 1.5613445006152364
(number,78) -> 1.2028661627155854
(papers,78) -> 1.4783498310210725
(applied,78) -> 1.30113850148244
(particular,78) -> 1.8785798933523852
(devices,78) -> 1.3974357135068625
(purpose,78) -> 1.2952617459453981
(note,78) -> 1.322719580944344
(establish,78) -> 1.5613445006152364
(framework,78) -> 1.4326539653179988
(model,78) -> 1.2817564988808288
(procedures,78) -> 1.2985710565414057
(thus,78) -> 1.3596244662628527
(assist,78) -> 1.50113850148244
(use,78) -> 1.1923248926123848
(extension,78) -> 1.3484529027698526
(ideas,78) -> 1.4181438318882764
(programming,79) -> 1.974213590369945
(machine,79) -> 2.3296012483565187
(extended,79) -> 2.914627900385701
(address,79) -> 3.043294509513244
(calculational,79) -> 4.5056925074122
(mechanism,79) -> 3.125481265700594
(technique,80) -> 2.226938906459371
(computing,80) -> 2.484503208342262
(critical,80) -> 3.226938906459371
(rotational,80) -> 4.0285712526925375
(speeds,80) -> 3.6026025204202563
(flexible,80) -> 3.125481265700594
(shafts,80) -> 4.5056925074122
(automatic,80) -> 2.464299822253975
(computer,80) -> 1.729718176282831
(norc,81) -> 4.5056925074122
(high,81) -> 2.5972074885335505
(speed,81) -> 2.713300817913946
(printer,81) -> 3.8067225030761813
(handling,82) -> 1.6345441720280791
(identifiers,82) -> 1.886864822465981
(internal,82) -> 1.6580711967899817
(symbols,82) -> 3.0143308135779274
(language,82) -> 1.6828332526065966
(processors,82) -> 2.3161423935799634
(substitution,82) -> 1.850483332657625
(computer,82) -> 1.243239392094277
(oriented,82) -> 2.171669653604
(programmer,82) -> 1.6081504233455375
(examined,82) -> 1.6051654757945621
(feasible,82) -> 1.767190841585425
(method,82) -> 1.3048759667952337
(presented,82) -> 1.3082558439121934
(visit,83) -> 3.9036325160842376
(computation,83) -> 2.45261406392878
(centers,83) -> 3.727541257028556
(soviet,83) -> 3.8067225030761813
(union,83) -> 3.5514499979728753
(survey,84) -> 3.0285712526925375
(progress,84) -> 3.359564471733962
(trend,84) -> 3.9036325160842376
(development,84) -> 2.5419046800666445
(use,84) -> 1.9616244630619244
(automatic,84) -> 2.464299822253975
(data,84) -> 1.9410264431601107
(processing,84) -> 2.198196469498987
(business,84) -> 3.1077524987401626
(management,84) -> 2.824451270036613
(control,84) -> 2.3851185762063505
(systems,84) -> 2.0032653874277675
(federal,84) -> 4.0285712526925375
(government,84) -> 3.464299822253975
(december,84) -> 3.8067225030761813
(1957,84) -> 4.0285712526925375
(ii,84) -> 2.8067225030761813
(part,84) -> 2.5612098352620314
(2,84) -> 2.415787395972802
(see,84) -> 3.8067225030761813
(ca590406,84) -> 4.5056925074122
(error,85) -> 2.4487876560757273
(analysis,85) -> 2.204662511748219
(floating,85) -> 3.0743287432532127
(point,85) -> 2.5100573128146504
(arithmetic,85) -> 2.6135979047217197
(survey,86) -> 3.0285712526925375
(progress,86) -> 3.359564471733962
(trend,86) -> 3.9036325160842376
(development,86) -> 2.5419046800666445
(use,86) -> 1.9616244630619244
(automatic,86) -> 2.464299822253975
(data,86) -> 1.9410264431601107
(processing,86) -> 2.198196469498987
(business,86) -> 3.1077524987401626
(management,86) -> 2.824451270036613
(control,86) -> 2.3851185762063505
(systems,86) -> 2.0032653874277675
(federal,86) -> 4.0285712526925375
(government,86) -> 3.464299822253975
(december,86) -> 3.8067225030761813
(1957,86) -> 4.0285712526925375
(note,87) -> 2.6135979047217197
(method,87) -> 1.914627900385701
(generating,87) -> 2.765329817917956
(points,87) -> 2.7422645138492627
(uniformly,87) -> 3.6026025204202563
(n,87) -> 2.405321962294637
(dimensional,87) -> 2.852479993636856
(spheres,87) -> 4.204662511748219
(efficient,88) -> 2.3785877090473924
(method,88) -> 1.914627900385701
(generating,88) -> 2.765329817917956
(uniformly,88) -> 3.6026025204202563
(distributed,88) -> 3.163269826589994
(points,88) -> 2.7422645138492627
(surface,88) -> 3.090719159441382
(n,88) -> 2.405321962294637
(dimensional,88) -> 2.852479993636856
(sphere,88) -> 3.9036325160842376
(routine,89) -> 2.9742135903699447
(find,89) -> 2.9616244630619244
(solution,89) -> 2.285584419372145
(simultaneous,89) -> 3.125481265700594
(linear,89) -> 2.3984825377643317
(equations,89) -> 2.4803866421474297
(polynomial,89) -> 2.6483600109809315
(coefficients,89) -> 2.8722240518326134
(binary,90) -> 2.6544341586931246
(arithmetic,90) -> 2.6135979047217197
(discretely,90) -> 4.5056925074122
(variable,90) -> 2.7063519579586184
(word,90) -> 2.8429346757306257
(length,90) -> 2.720362672401433
(serial,90) -> 3.275243586033926
(computer,90) -> 1.729718176282831
(mathematical,91) -> 2.6731835947059635
(procedure,91) -> 2.3443245051772252
(machine,91) -> 2.3296012483565187
(division,91) -> 2.9742135903699447
(checklist,92) -> 2.7528462537061
(intelligence,92) -> 2.213255630682288
(programming,92) -> 1.974213590369945
(systems,92) -> 2.0032653874277675
(remarkable,92) -> 2.5142856263462687
(variation,92) -> 2.1958745775526816
(exists,92) -> 2.1252100011544472
(degree,92) -> 1.9464543253462323
(sophistication,92) -> 2.451816258042119
(various,92) -> 2.4338105001060746
(particular,92) -> 1.7321499111269876
(manifestation,92) -> 2.7528462537061
(jungle,92) -> 2.7528462537061
(assorted,92) -> 2.6023312558741094
(devices,92) -> 2.9871785675343125
(reproducing,92) -> 2.6023312558741094
(limited,92) -> 1.8948445818887003
(human,92) -> 3.0143308135779274
(decision,92) -> 2.781416637811411
(procedures,92) -> 1.746427641353514
(attempt,92) -> 2.0216472547566218
(made,92) -> 1.6958745775526816
(begin,92) -> 2.6023312558741094
(systematic,92) -> 2.232149911126988
(classification,92) -> 2.137621793016963
(educating,92) -> 2.7528462537061
(computer,92) -> 1.3648590881414155
(take,92) -> 2.0292672380349903
(making,92) -> 2.0371643716266066
(functions,92) -> 1.6677153960086213
(one,92) -> 1.5128427822275246
(many,92) -> 1.6677153960086213
(operators,92) -> 2.0538762493700813
(demonstrated,92) -> 2.081634913294997
(feasible,92) -> 2.1507862623781375
(date,92) -> 2.179782235866981
(highly,92) -> 2.007165406788964
(desirable,92) -> 2.081634913294997
(future,92) -> 1.9214673378653129
(formulas,93) -> 2.3077496420412826
(computer,93) -> 1.729718176282831
(oriented,93) -> 1.585834826802
(language,93) -> 1.3414166263032983
(technique,93) -> 1.408979635486457
(shown,93) -> 1.4044788120185747
(enabling,93) -> 1.850483332657625
(translate,93) -> 1.886864822465981
(simple,93) -> 1.4356784734859258
(algebraic,93) -> 1.6111982164921608
(three,93) -> 1.4854914949140061
(address,93) -> 1.6810981698377478
(code,93) -> 1.510854884604167
(iterative,94) -> 3.0585344760699806
(method,94) -> 1.914627900385701
(fitting,94) -> 2.0142856263462687
(logistic,94) -> 4.5056925074122
(curve,94) -> 2.914627900385701
(given,94) -> 1.4752990294169406
(finding,94) -> 1.899061165657132
(best,94) -> 1.899061165657132
(least,94) -> 1.8497562667141565
(squares,94) -> 1.9464543253462323
(fit,94) -> 2.0002712645461473
(set,94) -> 1.5846163867818353
(two,94) -> 1.5284930937535601
(dimensional,94) -> 1.926239996818428
(points,94) -> 1.8711322569246314
(elimination,95) -> 1.3639122021130468
(special,95) -> 1.266201248088925
(functions,95) -> 2.3354307920172426
(differential,95) -> 1.9122256350183064
(equations,95) -> 1.9869244280982863
(set,95) -> 1.3897442578545567
(ordinary,95) -> 1.3209848184658983
(contains,95) -> 1.3542468776167658
(mathematical,95) -> 1.278863932450994
(requiring,95) -> 1.3674437519580365
(use,95) -> 1.1602707438436541
(subroutines,95) -> 1.3269374105103207
(numerical,95) -> 1.4976184275690092
(solution,95) -> 1.428528139790715
(electronic,95) -> 1.4044185435607626
(computer,95) -> 1.1216196960471385
(tabular,95) -> 1.4107166370423292
(data,95) -> 1.1568377405266852
(hand,95) -> 1.3542468776167658
(calculation,95) -> 1.2969027729685685
(function,95) -> 1.2029817962469957
(generators,95) -> 1.3932607452889936
(analog,95) -> 1.46778708384603
(methods,95) -> 1.208403333718149
(applied,95) -> 1.2509487512353665
(sometimes,95) -> 1.4337670867367094
(expanded,95) -> 1.4839387526807062
(equivalent,95) -> 1.3430890793449968
(contain,95) -> 1.3835954207927124
(practical,95) -> 1.2799362841185622
(satisfy,95) -> 1.3882668747260865
(sufficiently,95) -> 1.4107166370423292
(simple,95) -> 1.217839236742963
(thus,95) -> 1.299687055219044
(among,95) -> 1.3055991082460805
(eliminated,95) -> 1.3986248591842272
(procedure,95) -> 1.2240540841962042
(trigonometric,95) -> 2.0095237508975123
(inverse,95) -> 1.3457214572088687
(exponential,95) -> 1.3172720860140394
(many,95) -> 1.2225717986695404
(transcendental,95) -> 1.4434324112329904
(computing,96) -> 1.742251604171131
(radiation,96) -> 4.204662511748219
(integrals,96) -> 2.9871785675343125
(relative,96) -> 1.9167973247382413
(merit,96) -> 2.301301260210128
(cost,96) -> 1.7959393275142417
(four,96) -> 1.899061165657132
(ways,96) -> 2.0371643716266066
(evaluating,96) -> 2.007165406788964
(typical,96) -> 2.0216472547566218
(containing,96) -> 1.9935892837671563
(spherical,96) -> 2.451816258042119
(bessel,96) -> 2.1134694532296856
(functions,96) -> 1.6677153960086213
(investigated,96) -> 2.1648006241782594
(methods,96) -> 1.625210001154447
(desk,96) -> 2.7528462537061
(machine,96) -> 1.6648006241782594
(evaluation,96) -> 1.7907066106751592
(finite,96) -> 1.9311199154630063
(series,96) -> 1.8430742859351656
(integration,96) -> 1.8430742859351656
(appropriate,96) -> 1.9746950033224564
(differential,96) -> 1.9122256350183064
(equation,96) -> 2.7498176517397086
(reeves,96) -> 2.7528462537061
(electronic,96) -> 2.213255630682288
(analog,96) -> 2.4033612515380907
(computer,96) -> 1.729718176282831
(litton,96) -> 2.7528462537061
(40,96) -> 2.1507862623781375
(ibm,96) -> 1.7639844510616762
(704,96) -> 2.5142856263462687
(results,96) -> 1.5856193781306347
(generally,96) -> 2.0292672380349903
(applicable,96) -> 1.9122256350183064
(equations,96) -> 1.7401933210737148
(separated,96) -> 2.363770628514278
(helmholtz,96) -> 2.7528462537061
(wave,96) -> 2.213255630682288
(signal,97) -> 3.5514499979728753
(corps,97) -> 4.5056925074122
(research,97) -> 2.734840495770056
(development,97) -> 2.5419046800666445
(automatic,97) -> 2.464299822253975
(programming,97) -> 1.974213590369945
(digital,97) -> 2.5056925074122
(computers,97) -> 2.4375066456660384
(arithmetic,98) -> 2.6135979047217197
(translator,98) -> 3.125481265700594
(compiler,98) -> 2.5814132213503185
(ibm,98) -> 2.5279689021233525
(fortran,98) -> 2.4193326767374517
(automatic,98) -> 2.464299822253975
(coding,98) -> 2.8929086506924646
(system,98) -> 1.8015419905724008
(possible,99) -> 2.4193326767374517
(modifications,99) -> 3.391749155105363
(international,99) -> 3.5514499979728753
(algebraic,99) -> 2.8335946494764825
(language,99) -> 2.0242498789098953
(recursive,100) -> 2.8622398309260126
(subscripting,100) -> 4.0285712526925375
(compilers,100) -> 2.9616244630619244
(list,100) -> 2.5279689021233525
(types,100) -> 2.6483600109809315
(memories,100) -> 3.5056925074122
(nuclear,101) -> 4.0285712526925375
(reactor,101) -> 4.0285712526925375
(codes,101) -> 3.0585344760699806
(comparison,102) -> 2.734840495770056
(650,102) -> 3.660594467397943
(programming,102) -> 1.974213590369945
(methods,102) -> 2.250420002308894
(cope,103) -> 2.9357550107228247
(console,103) -> 2.6176741742430503
(operator,103) -> 3.391749155105363
(proficiency,103) -> 3.0190475017950247
(examination,103) -> 3.275243586033926
(year,103) -> 1.886864822465981
(electronic,103) -> 1.8088370871215251
(computers,103) -> 1.958337763777359
(become,103) -> 2.4846259376395805
(sophisticated,103) -> 1.767190841585425
(programs,103) -> 1.7282618288872986
(must,103) -> 1.5220577515978606
(process,103) -> 1.4695941648013813
(complex,103) -> 1.5048221439065683
(dependence,103) -> 1.9091804190095187
(computing,103) -> 1.494834402780754
(skill,103) -> 1.9678775053614124
(experience,103) -> 1.6419696369317967
(operators,103) -> 2.4051683324934414
(increasing,103) -> 1.7278244042260935
(time,103) -> 1.307497911147859
(selection,103) -> 1.638209300128567
(training,103) -> 2.5730429811559743
(qualified,103) -> 2.0095237508975123
(grows,103) -> 1.8675341734734188
(difficult,103) -> 1.6623928558447707
(meet,103) -> 1.886864822465981
(need,103) -> 1.5598725682371244
(quick,103) -> 1.9091804190095187
(accurate,103) -> 1.7423129688197903
(uniform,103) -> 1.7084937552335313
(test,103) -> 1.5342008401400855
(aid,103) -> 1.6458302611150684
(authors,103) -> 1.7278244042260935
(developed,103) -> 1.8677150165041834
(outlined,103) -> 1.6668475096974313
(programmed,103) -> 1.6668475096974313
(specifically,103) -> 1.7423129688197903
(ibm,103) -> 1.5093229673744508
(705,103) -> 2.1685641691374
(model,103) -> 1.4695941648013813
(ii,103) -> 1.602240834358727
(two,103) -> 1.35232872916904
(tape,103) -> 1.5993741104380879
(record,103) -> 1.6538748210206413
(coordinators,103) -> 2.1685641691374
(similar,103) -> 1.568783985986206
(could,103) -> 1.6810981698377478
(digital,104) -> 2.0037950049414666
(simulation,104) -> 2.0612524366856553
(discrete,104) -> 2.4293097809297377
(flow,104) -> 3.0585344760699806
(systems,104) -> 2.0032653874277675
(discussed,104) -> 1.3538825704980413
(characterized,104) -> 1.7972497183684544
(movement,104) -> 2.0095237508975123
(randomly,104) -> 1.9091804190095187
(arriving,104) -> 2.0095237508975123
(items,104) -> 1.6580711967899817
(along,104) -> 1.7025841662467207
(interacting,104) -> 2.068220837249406
(channels,104) -> 1.9091804190095187
(programing,104) -> 2.1685641691374
(computer,104) -> 1.243239392094277
(simulate,104) -> 1.886864822465981
(utilizes,104) -> 1.9091804190095187
(techniques,104) -> 1.4136248948008878
(common,104) -> 1.571100272637982
(approaches,104) -> 1.7084937552335313
(physical,104) -> 1.7084937552335313
(problems,104) -> 1.7715917629093596
(principal,104) -> 1.7501400007696313
(portion,104) -> 1.7423129688197903
(paper,104) -> 1.2890677501525207
(discussion,104) -> 1.6111982164921608
(two,104) -> 1.35232872916904
(studies,104) -> 1.7025841662467207
(illustrate,104) -> 1.7025841662467207
(programming,104) -> 1.3247378634566482
(involved,104) -> 1.6714436045259757
(one,104) -> 1.3418951881516832
(extensive,104) -> 1.7210899421966646
(package,104) -> 1.7501400007696313
(handling,104) -> 1.6345441720280791
(plant,104) -> 2.1685641691374
(objective,104) -> 1.7501400007696313
(optimization,104) -> 1.6240746839442044
(parameters,104) -> 1.5910995825297438
(storage,104) -> 1.396574053985094
(capacities,104) -> 1.9678775053614124
(processing,104) -> 1.399398823166329
(rates,104) -> 1.7972497183684544
(air,104) -> 1.9678775053614124
(traffic,104) -> 1.8214332740846584
(control,104) -> 1.9234123841375668
(procedures,104) -> 1.4976184275690092
(simulated,104) -> 1.7584145286779753
(compare,104) -> 1.7972497183684544
(effects,104) -> 1.676190417564179
(alternative,104) -> 1.638209300128567
(decisions,104) -> 1.767190841585425
(two,105) -> 2.0569861875071203
(methods,105) -> 2.250420002308894
(word,105) -> 2.8429346757306257
(inversion,105) -> 2.949390006644913
(ibm,105) -> 2.5279689021233525
(709,105) -> 4.0285712526925375
(method,106) -> 1.6859709252892756
(overlapping,106) -> 3.1777243870631784
(erasure,106) -> 3.6292693805591503
(lists,106) -> 2.9616244630619244
(important,106) -> 1.40339947618043
(property,106) -> 1.5269381246850406
(newell,106) -> 1.8011656279370547
(shaw,106) -> 1.8011656279370547
(simon,106) -> 1.8011656279370547
(scheme,106) -> 1.4062197287828522
(computer,106) -> 1.3648590881414155
(storage,106) -> 1.2974305404888207
(data,106) -> 1.2352566107900276
(multiple,106) -> 1.4283252044784867
(occurrences,106) -> 1.62642312685305
(need,106) -> 1.4199044261778435
(stored,106) -> 1.4759081290210594
(one,106) -> 1.2564213911137623
(place,106) -> 1.606627815341144
(may,106) -> 1.3022568292876673
(overlapped,106) -> 1.8011656279370547
(unfortunately,106) -> 1.7259081290210594
(poses,106) -> 1.8011656279370547
(problem,106) -> 1.5201548279818908
(subsequent,106) -> 1.606627815341144
(given,106) -> 1.2376495147084703
(list,106) -> 1.3819922255308381
(longer,106) -> 1.616074955563494
(needed,106) -> 1.4655599577315033
(desired,106) -> 1.5269381246850406
(erase,106) -> 1.87642312685305
(parts,106) -> 1.5146336190174952
(overlap,106) -> 1.637862499493219
(lisp,106) -> 1.4967946418835782
(mccarthy,106) -> 1.87642312685305
(employs,106) -> 2.1958745775526816
(elegant,106) -> 1.6651486168494858
(inefficient,106) -> 1.7016806257690453
(solution,106) -> 1.3213961048430363
(present,106) -> 1.40339947618043
(paper,106) -> 1.2168008126143905
(describes,106) -> 1.3866627787727765
(general,106) -> 1.2869394151029365
(enables,106) -> 1.5626050005772236
(efficient,106) -> 1.3446469272618482
(interspersed,106) -> 1.8011656279370547
(reference,106) -> 1.4655599577315033
(counts,106) -> 1.6651486168494858
(describe,106) -> 1.490406115765481
(extent,106) -> 1.5753931311890688
(multiple,107) -> 2.713300817913946
(precision,107) -> 2.9616244630619244
(arithmetic,107) -> 2.6135979047217197
(programmed,108) -> 3.0005425290922942
(error,108) -> 2.4487876560757273
(correction,108) -> 3.163269826589994
